subclasse;subclasse_num7;denominacao;secao;divisao;grupo;classe;eh_mvp
4757-1/00;4757100;Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação;G;47;475;4757-1;NÃO
01/08/4759;4759801;Comércio varejista de artigos de tapeçaria, cortinas e persianas;G;47;475;4759-8;NÃO
4759-8/99;4759899;Comércio varejista de outros artigos de uso doméstico não especificados anteriormente;G;47;475;4759-8;NÃO
4761-0/01;4761001;Comércio varejista de livros;G;47;476;4761-0;NÃO
4761-0/02;4761002;Comércio varejista de jornais e revistas;G;47;476;4761-0;NÃO
4761-0/03;4761003;Comércio varejista de artigos de papelaria;G;47;476;4761-0;NÃO
4762-8/00;4762800;Comércio varejista de discos, CDs, DVDs e fitas;G;47;476;4762-8;NÃO
01/06/4763;4763601;Comércio varejista de brinquedos e artigos recreativos;G;47;476;4763-6;NÃO
02/06/4763;4763602;Comércio varejista de artigos esportivos;G;47;476;4763-6;SIM
03/06/4763;4763603;"Comércio varejista de bicicletas e triciclos; peças e acessórios";G;47;476;4763-6;NÃO
04/06/4763;4763604;Comércio varejista de artigos de caça, pesca e camping;G;47;476;4763-6;NÃO
05/06/4763;4763605;"Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios";G;47;476;4763-6;NÃO
01/07/4771;4771701;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;G;47;477;4771-7;NÃO
02/07/4771;4771702;Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas;G;47;477;4771-7;NÃO
03/07/4771;4771703;Comércio varejista de produtos farmacêuticos homeopáticos;G;47;477;4771-7;NÃO
04/07/4771;4771704;Comércio varejista de medicamentos veterinários;G;47;477;4771-7;NÃO
4772-5/00;4772500;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;G;47;477;4772-5;NÃO
4773-3/00;4773300;Comércio varejista de artigos médicos e ortopédicos;G;47;477;4773-3;NÃO
4774-1/00;4774100;Comércio varejista de artigos de óptica;G;47;477;4774-1;NÃO
4781-4/00;4781400;Comércio varejista de artigos do vestuário e acessórios;G;47;478;4781-4;NÃO
01/02/4782;4782201;Comércio varejista de calçados;G;47;478;4782-2;NÃO
02/02/4782;4782202;Comércio varejista de artigos de viagem;G;47;478;4782-2;NÃO
01/01/4783;4783101;Comércio varejista de artigos de joalheria;G;47;478;4783-1;NÃO
02/01/4783;4783102;Comércio varejista de artigos de relojoaria;G;47;478;4783-1;NÃO
4784-9/00;4784900;Comércio varejista de gás liqüefeito de petróleo (GLP);G;47;478;4784-9;NÃO
01/07/4785;4785701;Comércio varejista de antiguidades;G;47;478;4785-7;NÃO
4785-7/99;4785799;Comércio varejista de outros artigos usados;G;47;478;4785-7;NÃO
4789-0/01;4789001;Comércio varejista de suvenires, bijuterias e artesanatos;G;47;478;4789-0;NÃO
4789-0/02;4789002;Comércio varejista de plantas e flores naturais;G;47;478;4789-0;NÃO
4789-0/03;4789003;Comércio varejista de objetos de arte;G;47;478;4789-0;NÃO
4789-0/04;4789004;Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação;G;47;478;4789-0;SIM
4789-0/05;4789005;Comércio varejista de produtos saneantes domissanitários;G;47;478;4789-0;NÃO
4789-0/06;4789006;Comércio varejista de fogos de artifício e artigos pirotécnicos;G;47;478;4789-0;NÃO
4789-0/07;4789007;Comércio varejista de equipamentos para escritório;G;47;478;4789-0;NÃO
4789-0/08;4789008;Comércio varejista de artigos fotográficos e para filmagem;G;47;478;4789-0;NÃO
4789-0/09;4789009;Comércio varejista de armas e munições;G;47;478;4789-0;NÃO
4789-0/99;4789099;Comércio varejista de outros produtos não especificados anteriormente;G;47;478;4789-0;NÃO
4911-6/00;4911600;Transporte ferroviário de carga;H;49;491;4911-6;NÃO
01/04/4912;4912401;Transporte ferroviário de passageiros intermunicipal e interestadual;H;49;491;4912-4;NÃO
02/04/4912;4912402;Transporte ferroviário de passageiros municipal e em região metropolitana;H;49;491;4912-4;NÃO
03/04/4912;4912403;Transporte metroviário;H;49;491;4912-4;NÃO
01/03/4921;4921301;Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal;H;49;492;4921-3;NÃO
02/03/4921;4921302;Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana;H;49;492;4921-3;NÃO
01/01/4922;4922101;Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana;H;49;492;4922-1;NÃO
02/01/4922;4922102;Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual;H;49;492;4922-1;NÃO
03/01/4922;4922103;Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional;H;49;492;4922-1;NÃO
4923-0/01;4923001;Serviço de táxi;H;49;492;4923-0;NÃO
4923-0/02;4923002;Serviço de transporte de passageiros - locação de automóveis com motorista;H;49;492;4923-0;NÃO
4924-8/00;4924800;Transporte escolar;H;49;492;4924-8;NÃO
01/09/4929;4929901;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal;H;49;492;4929-9;NÃO
02/09/4929;4929902;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional;H;49;492;4929-9;NÃO
03/09/4929;4929903;Organização de excursões em veículos rodoviários próprios, municipal;H;49;492;4929-9;NÃO
04/09/4929;4929904;Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional;H;49;492;4929-9;NÃO
4929-9/99;4929999;Outros transportes rodoviários de passageiros não especificados anteriormente;H;49;492;4929-9;NÃO
01/02/4930;4930201;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;H;49;493;4930-2;NÃO
02/02/4930;4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;H;49;493;4930-2;SIM
03/02/4930;4930203;Transporte rodoviário de produtos perigosos;H;49;493;4930-2;NÃO
04/02/4930;4930204;Transporte rodoviário de mudanças;H;49;493;4930-2;NÃO
4940-0/00;4940000;Transporte dutoviário;H;49;494;4940-0;NÃO
4950-7/00;4950700;Trens turísticos, teleféricos e similares;H;49;495;4950-7;NÃO
01/04/5011;5011401;Transporte marítimo de cabotagem - Carga;H;50;501;5011-4;NÃO
02/04/5011;5011402;Transporte marítimo de cabotagem - Passageiros;H;50;501;5011-4;NÃO
01/02/5012;5012201;Transporte marítimo de longo curso - Carga;H;50;501;5012-2;NÃO
02/02/5012;5012202;Transporte marítimo de longo curso - Passageiros;H;50;501;5012-2;NÃO
01/01/5021;5021101;Transporte por navegação interior de carga, municipal, exceto travessia;H;50;502;5021-1;NÃO
02/01/5021;5021102;Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia;H;50;502;5021-1;NÃO
5022-0/01;5022001;Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia;H;50;502;5022-0;NÃO
5022-0/02;5022002;Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia;H;50;502;5022-0;NÃO
01/01/5030;5030101;Navegação de apoio marítimo;H;50;503;5030-1;NÃO
02/01/5030;5030102;Navegação de apoio portuário;H;50;503;5030-1;NÃO
03/01/5030;5030103;Serviço de rebocadores e empurradores;H;50;503;5030-1;NÃO
01/02/5091;5091201;Transporte por navegação de travessia, municipal;H;50;509;5091-2;NÃO
02/02/5091;5091202;Transporte por navegação de travessia, intermunicipal, interestadual e internacional;H;50;509;5091-2;NÃO
01/08/5099;5099801;Transporte aquaviário para passeios turísticos;H;50;509;5099-8;NÃO
5099-8/99;5099899;Outros transportes aquaviários não especificados anteriormente;H;50;509;5099-8;NÃO
5111-1/00;5111100;Transporte aéreo de passageiros regular;H;51;511;5111-1;NÃO
01/09/5112;5112901;Serviço de táxi aéreo e locação de aeronaves com tripulação;H;51;511;5112-9;NÃO
5112-9/99;5112999;Outros serviços de transporte aéreo de passageiros não regular;H;51;511;5112-9;NÃO
5120-0/00;5120000;Transporte aéreo de carga;H;51;512;5120-0;NÃO
5130-7/00;5130700;Transporte espacial;H;51;513;5130-7;NÃO
01/07/5211;5211701;Armazéns gerais - emissão de warrant;H;52;521;5211-7;NÃO
02/07/5211;5211702;Guarda-móveis;H;52;521;5211-7;NÃO
5211-7/99;5211799;Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis;H;52;521;5211-7;NÃO
5212-5/00;5212500;Carga e descarga;H;52;521;5212-5;NÃO
5221-4/00;5221400;Concessionárias de rodovias, pontes, túneis e serviços relacionados;H;52;522;5221-4;NÃO
5222-2/00;5222200;Terminais rodoviários e ferroviários;H;52;522;5222-2;NÃO
5223-1/00;5223100;Estacionamento de veículos;H;52;522;5223-1;NÃO
5229-0/01;5229001;Serviços de apoio ao transporte por táxi, inclusive centrais de chamada;H;52;522;5229-0;NÃO
5229-0/02;5229002;Serviços de reboque de veículos;H;52;522;5229-0;NÃO
5229-0/99;5229099;Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente;H;52;522;5229-0;NÃO
01/01/5231;5231101;Administração da infraestrutura portuária;H;52;523;5231-1;NÃO
02/01/5231;5231102;Atividades do Operador Portuário;H;52;523;5231-1;NÃO
03/01/5231;5231103;Gestão de terminais aquaviários;H;52;523;5231-1;NÃO
5232-0/00;5232000;Atividades de agenciamento marítimo;H;52;523;5232-0;NÃO
01/07/5239;5239701;Serviços de praticagem;H;52;523;5239-7;NÃO
5239-7/99;5239799;Atividades auxiliares dos transportes aquaviários não especificadas anteriormente;H;52;523;5239-7;NÃO
01/01/5240;5240101;Operação dos aeroportos e campos de aterrissagem;H;52;524;5240-1;NÃO
5240-1/99;5240199;Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem;H;52;524;5240-1;NÃO
01/08/5250;5250801;Comissaria de despachos;H;52;525;5250-8;NÃO
02/08/5250;5250802;Atividades de despachantes aduaneiros;H;52;525;5250-8;NÃO
03/08/5250;5250803;Agenciamento de cargas, exceto para o transporte marítimo;H;52;525;5250-8;NÃO
04/08/5250;5250804;Organização logística do transporte de carga;H;52;525;5250-8;NÃO
05/08/5250;5250805;Operador de transporte multimodal - OTM;H;52;525;5250-8;NÃO
01/05/5310;5310501;Atividades do Correio Nacional;H;53;531;5310-5;NÃO
02/05/5310;5310502;Atividades de franqueadas e permissionárias do Correio Nacional;H;53;531;5310-5;NÃO
01/02/5320;5320201;Serviços de malote não realizados pelo Correio Nacional;H;53;532;5320-2;NÃO
02/02/5320;5320202;Serviços de entrega rápida;H;53;532;5320-2;NÃO
01/08/5510;5510801;Hotéis;I;55;551;5510-8;NÃO
02/08/5510;5510802;Apart-hotéis;I;55;551;5510-8;NÃO
03/08/5510;5510803;Motéis;I;55;551;5510-8;NÃO
01/06/5590;5590601;Albergues, exceto assistenciais;I;55;559;5590-6;NÃO
02/06/5590;5590602;Campings;I;55;559;5590-6;NÃO
03/06/5590;5590603;Pensões (alojamento);I;55;559;5590-6;NÃO
5590-6/99;5590699;Outros alojamentos não especificados anteriormente;I;55;559;5590-6;NÃO
01/02/5611;5611201;Restaurantes e similares;I;56;561;5611-2;NÃO
03/02/5611;5611203;Lanchonetes, casas de chá, de sucos e similares;I;56;561;5611-2;NÃO
04/02/5611;5611204;Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento;I;56;561;5611-2;NÃO
05/02/5611;5611205;Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento;I;56;561;5611-2;NÃO
5612-1/00;5612100;Serviços ambulantes de alimentação;I;56;561;5612-1;NÃO
01/01/5620;5620101;Fornecimento de alimentos preparados preponderantemente para empresas;I;56;562;5620-1;NÃO
02/01/5620;5620102;Serviços de alimentação para eventos e recepções - bufê;I;56;562;5620-1;NÃO
03/01/5620;5620103;Cantinas - serviços de alimentação privativos;I;56;562;5620-1;NÃO
04/01/5620;5620104;Fornecimento de alimentos preparados preponderantemente para consumo domiciliar;I;56;562;5620-1;NÃO
5811-5/00;5811500;Edição de livros;J;58;581;5811-5;NÃO
01/03/5812;5812301;Edição de jornais diários;J;58;581;5812-3;NÃO
02/03/5812;5812302;Edição de jornais não diários;J;58;581;5812-3;NÃO
5813-1/00;5813100;Edição de revistas;J;58;581;5813-1;NÃO
5819-1/00;5819100;Edição de cadastros, listas e outros produtos gráficos;J;58;581;5819-1;NÃO
5821-2/00;5821200;Edição integrada à impressão de livros;J;58;582;5821-2;NÃO
01/01/5822;5822101;Edição integrada à impressão de jornais diários;J;58;582;5822-1;NÃO
02/01/5822;5822102;Edição integrada à impressão de jornais não diários;J;58;582;5822-1;NÃO
5823-9/00;5823900;Edição integrada à impressão de revistas;J;58;582;5823-9;NÃO
5829-8/00;5829800;Edição integrada à impressão de cadastros, listas e outros produtos gráficos;J;58;582;5829-8;NÃO
01/01/5911;5911101;Estúdios cinematográficos;J;59;591;5911-1;NÃO
02/01/5911;5911102;Produção de filmes para publicidade;J;59;591;5911-1;NÃO
5911-1/99;5911199;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;J;59;591;5911-1;NÃO
5912-0/01;5912001;Serviços de dublagem;J;59;591;5912-0;NÃO
5912-0/02;5912002;Serviços de mixagem sonora em produção audiovisual;J;59;591;5912-0;NÃO
5912-0/99;5912099;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;J;59;591;5912-0;NÃO
5913-8/00;5913800;Distribuição cinematográfica, de vídeo e de programas de televisão;J;59;591;5913-8;NÃO
5914-6/00;5914600;Atividades de exibição cinematográfica;J;59;591;5914-6;NÃO
5920-1/00;5920100;Atividades de gravação de som e de edição de música;J;59;592;5920-1;NÃO
6010-1/00;6010100;Atividades de rádio;J;60;601;6010-1;NÃO
6021-7/00;6021700;Atividades de televisão aberta;J;60;602;6021-7;NÃO
01/05/6022;6022501;Programadoras;J;60;602;6022-5;NÃO
02/05/6022;6022502;Atividades relacionadas à televisão por assinatura, exceto programadoras;J;60;602;6022-5;NÃO
01/08/6110;6110801;Serviços de telefonia fixa comutada - STFC;J;61;611;6110-8;NÃO
02/08/6110;6110802;Serviços de redes de transporte de telecomunicações - SRTT;J;61;611;6110-8;NÃO
03/08/6110;6110803;Serviços de comunicação multimídia - SCM;J;61;611;6110-8;NÃO
6110-8/99;6110899;Serviços de telecomunicações por fio não especificados anteriormente;J;61;611;6110-8;NÃO
01/05/6120;6120501;Telefonia móvel celular;J;61;612;6120-5;NÃO
02/05/6120;6120502;Serviço móvel especializado - SME;J;61;612;6120-5;NÃO
6120-5/99;6120599;Serviços de telecomunicações sem fio não especificados anteriormente;J;61;612;6120-5;NÃO
6130-2/00;6130200;Telecomunicações por satélite;J;61;613;6130-2;NÃO
6141-8/00;6141800;Operadoras de televisão por assinatura por cabo;J;61;614;6141-8;NÃO
6142-6/00;6142600;Operadoras de televisão por assinatura por micro-ondas;J;61;614;6142-6;NÃO
6143-4/00;6143400;Operadoras de televisão por assinatura por satélite;J;61;614;6143-4;NÃO
01/06/6190;6190601;Provedores de acesso às redes de comunicações;J;61;619;6190-6;NÃO
02/06/6190;6190602;Provedores de voz sobre protocolo Internet - VOIP;J;61;619;6190-6;NÃO
6190-6/99;6190699;Outras atividades de telecomunicações não especificadas anteriormente;J;61;619;6190-6;NÃO
01/05/6201;6201501;Desenvolvimento de programas de computador sob encomenda;J;62;620;6201-5;NÃO
02/05/6201;6201502;Web desing;J;62;620;6201-5;NÃO
6202-3/00;6202300;Desenvolvimento e licenciamento de programas de computador customizáveis;J;62;620;6202-3;NÃO
6203-1/00;6203100;Desenvolvimento e licenciamento de programas de computador não customizáveis;J;62;620;6203-1;NÃO
6204-0/00;6204000;Consultoria em tecnologia da informação;J;62;620;6204-0;NÃO
6209-1/00;6209100;Suporte técnico, manutenção e outros serviços em tecnologia da informação;J;62;620;6209-1;NÃO
6311-9/00;6311900;Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet;J;63;631;6311-9;NÃO
6319-4/00;6319400;Portais, provedores de conteúdo e outros serviços de informação na Internet;J;63;631;6319-4;NÃO
6391-7/00;6391700;Agências de notícias;J;63;639;6391-7;NÃO
6399-2/00;6399200;Outras atividades de prestação de serviços de informação não especificadas anteriormente;J;63;639;6399-2;NÃO
6410-7/00;6410700;Banco Central;K;64;641;6410-7;NÃO
6421-2/00;6421200;Bancos comerciais;K;64;642;6421-2;NÃO
6422-1/00;6422100;Bancos múltiplos, com carteira comercial;K;64;642;6422-1;NÃO
6423-9/00;6423900;Caixas econômicas;K;64;642;6423-9;NÃO
01/07/6424;6424701;Bancos cooperativos;K;64;642;6424-7;NÃO
02/07/6424;6424702;Cooperativas centrais de crédito;K;64;642;6424-7;NÃO
03/07/6424;6424703;Cooperativas de crédito mútuo;K;64;642;6424-7;NÃO
04/07/6424;6424704;Cooperativas de crédito rural;K;64;642;6424-7;NÃO
6431-0/00;6431000;Bancos múltiplos, sem carteira comercial;K;64;643;6431-0;NÃO
6432-8/00;6432800;Bancos de investimento;K;64;643;6432-8;NÃO
6433-6/00;6433600;Bancos de desenvolvimento;K;64;643;6433-6;NÃO
6434-4/00;6434400;Agências de fomento;K;64;643;6434-4;NÃO
01/02/6435;6435201;Sociedades de crédito imobiliário;K;64;643;6435-2;NÃO
02/02/6435;6435202;Associações de poupança e empréstimo;K;64;643;6435-2;NÃO
03/02/6435;6435203;Companhias hipotecárias;K;64;643;6435-2;NÃO
6436-1/00;6436100;Sociedades de crédito, financiamento e investimento - financeiras;K;64;643;6436-1;NÃO
6437-9/00;6437900;Sociedades de crédito ao microempreendedor;K;64;643;6437-9;NÃO
01/07/6438;6438701;Bancos de câmbio;K;64;643;6438-7;NÃO
6438-7/99;6438799;Outras instituições de intermediação não monetária não especificadas anteriormente;K;64;643;6438-7;NÃO
6440-9/00;6440900;Arrendamento mercantil;K;64;644;6440-9;NÃO
6450-6/00;6450600;Sociedades de capitalização;K;64;645;6450-6;NÃO
6461-1/00;6461100;Holdings de instituições financeiras;K;64;646;6461-1;NÃO
6462-0/00;6462000;Holdings de instituições não financeiras;K;64;646;6462-0;NÃO
6463-8/00;6463800;Outras sociedades de participação, exceto holdings;K;64;646;6463-8;NÃO
01/01/6470;6470101;Fundos de investimento, exceto previdenciários e imobiliários;K;64;647;6470-1;NÃO
02/01/6470;6470102;Fundos de investimento previdenciários;K;64;647;6470-1;NÃO
03/01/6470;6470103;Fundos de investimento imobiliários;K;64;647;6470-1;NÃO
6491-3/00;6491300;Sociedades de fomento mercantil - factoring;K;64;649;6491-3;NÃO
6492-1/00;6492100;Securitização de créditos;K;64;649;6492-1;NÃO
6493-0/00;6493000;Administração de consórcios para aquisição de bens e direitos;K;64;649;6493-0;NÃO
01/09/6499;6499901;Clubes de investimento;K;64;649;6499-9;NÃO
02/09/6499;6499902;Sociedades de investimento;K;64;649;6499-9;NÃO
03/09/6499;6499903;Fundo garantidor de crédito;K;64;649;6499-9;NÃO
04/09/6499;6499904;Caixas de financiamento de corporações;K;64;649;6499-9;NÃO
05/09/6499;6499905;Concessão de crédito pelas OSCIP;K;64;649;6499-9;NÃO
6499-9/99;6499999;Outras atividades de serviços financeiros não especificadas anteriormente;K;64;649;6499-9;NÃO
01/01/6511;6511101;Sociedade seguradora de seguros vida;K;65;651;6511-1;NÃO
02/01/6511;6511102;Planos de auxílio-funeral;K;65;651;6511-1;NÃO
6512-0/00;6512000;Sociedade seguradora de seguros não vida;K;65;651;6512-0;NÃO
6520-1/00;6520100;Sociedade seguradora de seguros-saúde;K;65;652;6520-1;NÃO
6530-8/00;6530800;Resseguros;K;65;653;6530-8;NÃO
6541-3/00;6541300;Previdência complementar fechada;K;65;654;6541-3;NÃO
6542-1/00;6542100;Previdência complementar aberta;K;65;654;6542-1;NÃO
6550-2/00;6550200;Planos de saúde;K;65;655;6550-2;NÃO
01/08/6611;6611801;Bolsa de valores;K;66;661;6611-8;NÃO
02/08/6611;6611802;Bolsa de mercadorias;K;66;661;6611-8;NÃO
03/08/6611;6611803;Bolsa de mercadorias e futuros;K;66;661;6611-8;NÃO
04/08/6611;6611804;Administração de mercados de balcão organizados;K;66;661;6611-8;NÃO
01/06/6612;6612601;Corretoras de títulos e valores mobiliários;K;66;661;6612-6;NÃO
02/06/6612;6612602;Distribuidoras de títulos e valores mobiliários;K;66;661;6612-6;NÃO
03/06/6612;6612603;Corretoras de câmbio;K;66;661;6612-6;NÃO
04/06/6612;6612604;Corretoras de contratos de mercadorias;K;66;661;6612-6;NÃO
05/06/6612;6612605;Agentes de investimentos em aplicações financeiras;K;66;661;6612-6;NÃO
6613-4/00;6613400;Administração de cartões de crédito;K;66;661;6613-4;NÃO
01/03/6619;6619301;Serviços de liquidação e custódia;K;66;661;6619-3;NÃO
02/03/6619;6619302;Correspondentes de instituições financeiras;K;66;661;6619-3;NÃO
03/03/6619;6619303;Representações de bancos estrangeiros;K;66;661;6619-3;NÃO
04/03/6619;6619304;Caixas eletrônicos;K;66;661;6619-3;NÃO
05/03/6619;6619305;Operadoras de cartões de débito;K;66;661;6619-3;NÃO
6619-3/99;6619399;Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente;K;66;661;6619-3;NÃO
01/05/6621;6621501;Peritos e avaliadores de seguros;K;66;662;6621-5;NÃO
02/05/6621;6621502;Auditoria e consultoria atuarial;K;66;662;6621-5;NÃO
6622-3/00;6622300;Corretores e agentes de seguros, de planos de previdência complementar e de saúde;K;66;662;6622-3;NÃO
6629-1/00;6629100;Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente;K;66;662;6629-1;NÃO
6630-4/00;6630400;Atividades de administração de fundos por contrato ou comissão;K;66;663;6630-4;NÃO
01/02/6810;6810201;Compra e venda de imóveis próprios;L;68;681;6810-2;NÃO
02/02/6810;6810202;Aluguel de imóveis próprios;L;68;681;6810-2;NÃO
03/02/6810;6810203;Loteamento de imóveis próprios;L;68;681;6810-2;NÃO
01/08/6821;6821801;Corretagem na compra e venda e avaliação de imóveis;L;68;682;6821-8;NÃO
02/08/6821;6821802;Corretagem no aluguel de imóveis;L;68;682;6821-8;NÃO
6822-6/00;6822600;Gestão e administração da propriedade imobiliária;L;68;682;6822-6;NÃO
01/07/6911;6911701;Serviços advocatícios;M;69;691;6911-7;NÃO
02/07/6911;6911702;Atividades auxiliares da justiça;M;69;691;6911-7;NÃO
03/07/6911;6911703;Agente de propriedade industrial;M;69;691;6911-7;NÃO
6912-5/00;6912500;Cartórios;M;69;691;6912-5;NÃO
01/06/6920;6920601;Atividades de contabilidade;M;69;692;6920-6;NÃO
02/06/6920;6920602;Atividades de consultoria e auditoria contábil e tributária;M;69;692;6920-6;NÃO
7020-4/00;7020400;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;M;70;702;7020-4;NÃO
7111-1/00;7111100;Serviços de arquitetura;M;71;711;7111-1;NÃO
7112-0/00;7112000;Serviços de engenharia;M;71;711;7112-0;NÃO
01/07/7119;7119701;Serviços de cartografia, topografia e geodésia;M;71;711;7119-7;NÃO
02/07/7119;7119702;Atividades de estudos geológicos;M;71;711;7119-7;NÃO
03/07/7119;7119703;Serviços de desenho técnico relacionados à arquitetura e engenharia;M;71;711;7119-7;NÃO
04/07/7119;7119704;Serviços de perícia técnica relacionados à segurança do trabalho;M;71;711;7119-7;NÃO
7119-7/99;7119799;Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente;M;71;711;7119-7;NÃO
7120-1/00;7120100;Testes e análises técnicas;M;71;712;7120-1;NÃO
7210-0/00;7210000;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;M;72;721;7210-0;NÃO
7220-7/00;7220700;Pesquisa e desenvolvimento experimental em ciências sociais e humanas;M;72;722;7220-7;NÃO
7311-4/00;7311400;Agências de publicidade;M;73;731;7311-4;NÃO
7312-2/00;7312200;Agenciamento de espaços para publicidade, exceto em veículos de comunicação;M;73;731;7312-2;NÃO
7319-0/01;7319001;Criação de estandes para feiras e exposições;M;73;731;7319-0;NÃO
7319-0/02;7319002;Promoção de vendas;M;73;731;7319-0;NÃO
7319-0/03;7319003;Marketing direto;M;73;731;7319-0;NÃO
7319-0/04;7319004;Consultoria em publicidade;M;73;731;7319-0;NÃO
7319-0/99;7319099;Outras atividades de publicidade não especificadas anteriormente;M;73;731;7319-0;NÃO
7320-3/00;7320300;Pesquisas de mercado e de opinião pública;M;73;732;7320-3;NÃO
02/02/7410;7410202;Design de interiores;M;74;741;7410-2;NÃO
03/02/7410;7410203;Desing de produto;M;74;741;7410-2;NÃO
7410-2/99;7410299;Atividades de desing não especificadas anteriormente;M;74;741;7410-2;NÃO
7420-0/01;7420001;Atividades de produção de fotografias, exceto aérea e submarina;M;74;742;7420-0;NÃO
7420-0/02;7420002;Atividades de produção de fotografias aéreas e submarinas;M;74;742;7420-0;NÃO
7420-0/03;7420003;Laboratórios fotográficos;M;74;742;7420-0;NÃO
7420-0/04;7420004;Filmagem de festas e eventos;M;74;742;7420-0;NÃO
7420-0/05;7420005;Serviços de microfilmagem;M;74;742;7420-0;NÃO
01/01/7490;7490101;Serviços de tradução, interpretação e similares;M;74;749;7490-1;NÃO
02/01/7490;7490102;Escafandria e mergulho;M;74;749;7490-1;NÃO
03/01/7490;7490103;Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias;M;74;749;7490-1;NÃO
04/01/7490;7490104;Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários;M;74;749;7490-1;NÃO
05/01/7490;7490105;Agenciamento de profissionais para atividades esportivas, culturais e artísticas;M;74;749;7490-1;NÃO
7490-1/99;7490199;Outras atividades profissionais, científicas e técnicas não especificadas anteriormente;M;74;749;7490-1;NÃO
7500-1/00;7500100;Atividades veterinárias;M;75;750;7500-1;SIM
7711-0/00;7711000;Locação de automóveis sem condutor;N;77;771;7711-0;NÃO
01/05/7719;7719501;"Locação de embarcações sem tripulação, exceto para fins
recreativos";N;77;771;7719-5;NÃO
02/05/7719;7719502;Locação de aeronaves sem tripulação;N;77;771;7719-5;NÃO
7719-5/99;7719599;Locação de outros meios de transporte não especificados anteriormente, sem condutor;N;77;771;7719-5;NÃO
7721-7/00;7721700;Aluguel de equipamentos recreativos e esportivos;N;77;772;7721-7;NÃO
7722-5/00;7722500;Aluguel de fitas de vídeo, DVDs e similares;N;77;772;7722-5;NÃO
7723-3/00;7723300;Aluguel de objetos do vestuário, jóias e acessórios;N;77;772;7723-3;NÃO
01/02/7729;7729201;Aluguel de aparelhos de jogos eletrônicos;N;77;772;7729-2;NÃO
02/02/7729;7729202;"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais";N;77;772;7729-2;NÃO
03/02/7729;7729203;Aluguel de material médico;N;77;772;7729-2;NÃO
7729-2/99;7729299;Aluguel de outros objetos pessoais e domésticos não especificados anteriormente;N;77;772;7729-2;NÃO
7731-4/00;7731400;Aluguel de máquinas e equipamentos agrícolas sem operador;N;77;773;7731-4;NÃO
01/02/7732;7732201;Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes;N;77;773;7732-2;NÃO
02/02/7732;7732202;Aluguel de andaimes;N;77;773;7732-2;NÃO
7733-1/00;7733100;Aluguel de máquinas e equipamentos para escritório;N;77;773;7733-1;NÃO
7739-0/01;7739001;Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador;N;77;773;7739-0;NÃO
7739-0/02;7739002;Aluguel de equipamentos científicos, médicos e hospitalares, sem operador;N;77;773;7739-0;NÃO
7739-0/03;7739003;Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes;N;77;773;7739-0;NÃO
7739-0/99;7739099;Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador;N;77;773;7739-0;NÃO
